id,modify_timestamp,database_name,orig_id,orig_table,type,value1,value2,value3,value4,value5,date_value,client,env,create_timestamp,entry_timestamp,updated_timestamp
11160,2015-09-29 13:38:53.947000000,UCF_WAREHOUSE_UAT,4,dbo.config,coreRevision,v4.7.7,Source control revision for core repository,6,,,2015-09-29 13:38:53.947000000,UCF,UAT,2015-09-29 13:38:53.947000000,2015-10-05 11:37:18.840000000,2015-11-10 15:15:13.230000000
11161,2015-10-02 11:52:22.030000000,AHP_WAREHOUSE_DEV,4,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-02 11:52:22.030000000,AHP,DEV,2015-10-02 11:52:22.030000000,2015-10-05 11:37:33.340000000,2015-11-10 15:15:13.230000000
11162,2015-10-08 19:10:51.430000000,AHP_WAREHOUSE_PRD,4,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-08 19:10:51.430000000,AHP,PRD,2015-10-08 19:10:51.430000000,2015-10-12 10:40:17.383000000,2015-11-10 15:15:13.230000000
11163,2015-10-13 15:42:11.957000000,AHP_WAREHOUSE_UAT,4,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-13 15:42:11.957000000,AHP,UAT,2015-10-13 15:42:11.957000000,2015-10-14 14:46:44.267000000,2015-11-10 15:15:13.230000000
11164,2015-10-19 18:33:14.863000000,BIDCO_WAREHOUSE_DEV,26,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-19 18:33:14.863000000,BIDCO,DEV,2015-10-19 18:33:14.863000000,2015-10-29 14:21:45.460000000,2015-11-10 15:15:13.230000000
11165,2015-10-22 15:16:43.563000000,BIDCO_WAREHOUSE_PRD,4,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-22 15:16:43.563000000,BIDCO,PRD,2015-10-22 15:16:43.563000000,2015-10-29 14:21:08.910000000,2015-11-10 15:15:13.230000000
11166,2015-10-12 17:46:57.447000000,BIDCO_WAREHOUSE_QA,4,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-12 17:46:57.447000000,BIDCO,QA,2015-10-12 17:46:57.447000000,2015-10-13 14:37:30.473000000,2015-11-10 15:15:13.230000000
11167,2015-10-28 09:58:01.567000000,CHPW_WAREHOUSE_PRD,4,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-28 09:58:01.567000000,CHPW,PRD,2015-10-28 09:58:01.567000000,2015-10-29 14:21:22.510000000,2015-11-10 15:15:13.230000000
11168,2015-10-16 18:02:59.100000000,CHPW_WAREHOUSE_QA,4,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-16 18:02:59.100000000,CHPW,QA,2015-10-16 18:02:59.100000000,2015-10-19 09:41:07.533000000,2015-11-10 15:15:13.230000000
11169,2015-10-21 09:50:54.757000000,CHPW_WAREHOUSE_UAT,4,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-21 09:50:54.757000000,CHPW,UAT,2015-10-21 09:50:54.757000000,2015-10-29 14:21:39.843000000,2015-11-10 15:15:13.230000000
11170,2015-10-28 10:19:44.270000000,SLVTN_WAREHOUSE_PRD,4,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-28 10:19:44.270000000,SLVTN,PRD,2015-10-28 10:19:44.270000000,2015-10-29 14:21:20.073000000,2015-11-10 15:15:13.230000000
11171,2015-10-14 10:53:32.917000000,SLVTN_WAREHOUSE_UAT,4,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-14 10:53:32.917000000,SLVTN,UAT,2015-10-14 10:53:32.917000000,2015-10-14 14:46:47.810000000,2015-11-10 15:15:13.230000000
11172,2015-10-02 12:26:13.990000000,XCLS_WAREHOUSE_DEV,4,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-02 12:26:13.990000000,XCLS,DEV,2015-10-02 12:26:13.990000000,2015-10-05 11:37:42.730000000,2015-11-10 15:15:13.230000000
11173,2015-10-09 15:13:44.410000000,XCLS_WAREHOUSE_PRD,4,dbo.config,coreRevision,v4.7.8,Source control revision for core repository,7,,,2015-10-09 15:13:44.410000000,XCLS,PRD,2015-10-09 15:13:44.410000000,2015-10-12 10:40:27.113000000,2015-11-10 15:15:13.230000000
